,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
95,2015-10-31,NYK,@,WAS,W 117-110,240,41,86,.477,32,67,.478,9,19,.474,26,32,.813,117,38,90,.422,32,68,.471,6,22,.273,28,33,.848,110
96,2015-10-29,NYK,,ATL,L 101-112,240,38,93,.409,32,64,.500,6,29,.207,19,21,.905,101,42,83,.506,32,59,.542,10,24,.417,18,26,.692,112
97,2015-10-28,NYK,@,MIL,W 122-97,240,42,93,.452,33,70,.471,9,23,.391,29,35,.829,122,30,86,.349,21,68,.309,9,18,.500,28,31,.903,97
98,2015-04-15,NYK,,DET,L 90-112,240,33,77,.429,26,58,.448,7,19,.368,17,27,.630,90,41,81,.506,31,55,.564,10,26,.385,20,27,.741,112
99,2015-04-13,NYK,@,ATL,W 112-108,240,43,77,.558,30,52,.577,13,25,.520,13,19,.684,112,39,88,.443,28,56,.500,11,32,.344,19,23,.826,108
100,2015-04-11,NYK,@,ORL,W 80-79,240,31,82,.378,25,62,.403,6,20,.300,12,13,.923,80,30,84,.357,24,62,.387,6,22,.273,13,18,.722,79
101,2015-04-10,NYK,,MIL,L 91-99,240,34,72,.472,29,59,.492,5,13,.385,18,24,.750,91,37,76,.487,31,59,.525,6,17,.353,19,29,.655,99
102,2015-04-08,NYK,,IND,L 86-102,240,29,84,.345,22,67,.328,7,17,.412,21,26,.808,86,38,77,.494,34,55,.618,4,22,.182,22,27,.815,102
103,2015-04-05,NYK,,PHI,W 101-91,240,37,72,.514,34,59,.576,3,13,.231,24,29,.828,101,38,99,.384,28,67,.418,10,32,.313,5,8,.625,91
0,2015-04-03,NYK,@,WAS,L 87-101,240,31,84,.369,24,63,.381,7,21,.333,18,20,.900,87,43,93,.462,36,77,.468,7,16,.438,8,12,.667,101
1,2015-04-01,NYK,,BRK,L 98-100,240,37,81,.457,26,58,.448,11,23,.478,13,15,.867,98,41,81,.506,32,65,.492,9,16,.563,9,12,.750,100
2,2015-03-28,NYK,@,CHI,L 80-111,240,30,79,.380,26,62,.419,4,17,.235,16,19,.842,80,43,84,.512,37,67,.552,6,17,.353,19,22,.864,111
3,2015-03-27,NYK,,BOS,L 92-96,240,38,87,.437,31,63,.492,7,24,.292,9,14,.643,92,29,69,.420,25,49,.510,4,20,.200,34,43,.791,96
4,2015-03-25,NYK,,LAC,L 80-111,240,29,82,.354,24,59,.407,5,23,.217,17,19,.895,80,44,78,.564,33,50,.660,11,28,.393,12,18,.667,111
5,2015-03-23,NYK,,MEM,L 82-103,240,32,76,.421,28,58,.483,4,18,.222,14,17,.824,82,41,79,.519,34,67,.507,7,12,.583,14,19,.737,103
6,2015-03-22,NYK,@,TOR,L 89-106,240,35,84,.417,27,65,.415,8,19,.421,11,16,.688,89,39,75,.520,35,64,.547,4,11,.364,24,29,.828,106
7,2015-03-20,NYK,@,PHI,L 81-97,240,25,69,.362,17,53,.321,8,16,.500,23,26,.885,81,37,88,.420,26,58,.448,11,30,.367,12,15,.800,97
8,2015-03-19,NYK,,MIN,L 92-95 (OT),265,40,97,.412,36,77,.468,4,20,.200,8,10,.800,92,34,83,.410,32,71,.451,2,12,.167,25,30,.833,95
