,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
33,2016-03-04,BOS,,NYK,W 105-104,240,41,90,.456,37,70,.529,4,20,.200,19,25,.760,105,42,92,.457,33,69,.478,9,23,.391,11,14,.786,104
34,2016-03-02,BOS,,POR,W 116-93,240,43,107,.402,36,81,.444,7,26,.269,23,24,.958,116,34,84,.405,23,55,.418,11,29,.379,14,20,.700,93
35,2016-02-29,BOS,,UTA,W 100-95,240,37,84,.440,31,66,.470,6,18,.333,20,29,.690,100,38,101,.376,31,77,.403,7,24,.292,12,17,.706,95
36,2016-02-27,BOS,,MIA,W 101-89,240,39,96,.406,34,80,.425,5,16,.313,18,22,.818,101,36,87,.414,35,74,.473,1,13,.077,16,23,.696,89
37,2016-02-25,BOS,,MIL,W 112-107,240,41,84,.488,36,61,.590,5,23,.217,25,33,.758,112,42,87,.483,38,72,.528,4,15,.267,19,25,.760,107
38,2016-02-22,BOS,@,MIN,L 122-124,240,49,101,.485,39,73,.534,10,28,.357,14,17,.824,122,43,83,.518,35,68,.515,8,15,.533,30,40,.750,124
39,2016-02-21,BOS,@,DEN,W 121-101,240,47,97,.485,37,65,.569,10,32,.313,17,20,.850,121,34,73,.466,28,52,.538,6,21,.286,27,34,.794,101
40,2016-02-19,BOS,@,UTA,L 93-111,240,30,81,.370,23,56,.411,7,25,.280,26,36,.722,93,37,68,.544,27,45,.600,10,23,.435,27,44,.614,111
41,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
42,2016-02-10,BOS,,LAC,W 139-134 (OT),265,47,95,.495,34,62,.548,13,33,.394,32,37,.865,139,44,85,.518,32,55,.582,12,30,.400,34,50,.680,134
