,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
47,2016-02-10,CLE,,LAL,W 120-111,240,48,94,.511,35,63,.556,13,31,.419,11,18,.611,120,38,86,.442,25,58,.431,13,28,.464,22,27,.815,111
48,2016-02-08,CLE,,SAC,W 120-100,240,45,94,.479,29,59,.492,16,35,.457,14,19,.737,120,36,82,.439,27,59,.458,9,23,.391,19,29,.655,100
49,2016-02-06,CLE,,NOP,W 99-84,240,39,90,.433,25,49,.510,14,41,.341,7,7,1.000,99,34,87,.391,29,64,.453,5,23,.217,11,16,.688,84
50,2016-02-05,CLE,,BOS,L 103-104,240,37,87,.425,29,57,.509,8,30,.267,21,35,.600,103,38,88,.432,31,68,.456,7,20,.350,21,25,.840,104
51,2016-02-03,CLE,@,CHO,L 97-106,240,38,83,.458,28,55,.509,10,28,.357,11,14,.786,97,39,79,.494,30,52,.577,9,27,.333,19,23,.826,106
52,2016-02-01,CLE,@,IND,W 111-106 (OT),265,44,88,.500,37,66,.561,7,22,.318,16,23,.696,111,43,101,.426,35,74,.473,8,27,.296,12,14,.857,106
53,2016-01-30,CLE,,SAS,W 117-103,240,45,82,.549,36,59,.610,9,23,.391,18,21,.857,117,40,81,.494,34,63,.540,6,18,.333,17,21,.810,103
54,2016-01-29,CLE,@,DET,W 114-106,240,39,83,.470,30,60,.500,9,23,.391,27,29,.931,114,40,84,.476,33,61,.541,7,23,.304,19,26,.731,106
55,2016-01-27,CLE,,PHO,W 115-93,240,45,81,.556,34,53,.642,11,28,.393,14,16,.875,115,33,70,.471,25,50,.500,8,20,.400,19,25,.760,93
56,2016-01-25,CLE,,MIN,W 114-107,240,45,89,.506,34,58,.586,11,31,.355,13,20,.650,114,41,84,.488,37,68,.544,4,16,.250,21,23,.913,107
57,2016-01-23,CLE,,CHI,L 83-96,240,35,94,.372,31,70,.443,4,24,.167,9,22,.409,83,38,87,.437,31,70,.443,7,17,.412,13,15,.867,96
58,2016-01-21,CLE,,LAC,W 115-102,240,42,83,.506,29,55,.527,13,28,.464,18,24,.750,115,36,80,.450,30,55,.545,6,25,.240,24,36,.667,102
59,2016-01-20,CLE,@,BRK,W 91-78,240,36,77,.468,31,60,.517,5,17,.294,14,20,.700,91,35,84,.417,31,65,.477,4,19,.211,4,8,.500,78
